,Unnamed: 0,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_salary,Average_salary,State
132,132,Data Scientist,"['102', '-', '121', '(Glassdoor', 'est.)']",3.6,"Strategic Financial Solutions
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,102,121,111.5,NY
133,133,Data Scientist,"['102', '-', '121', '(Glassdoor', 'est.)']",3.7,"Audible
3.7","Newark, NJ",1001 to 5000 employees,1995,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,102,121,111.5,NJ
134,134,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",3.4,"Voice
3.4","Brooklyn, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,129,210,169.5,NY
135,135,Data Engineer,"['129', '-', '210', '(Glassdoor', 'est.)']",4.7,"Seated
4.7","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,129,210,169.5,NY
136,136,"Senior / Data Scientist, Ads and Messaging R&D","['129', '-', '210', '(Glassdoor', 'est.)']",3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,129,210,169.5,NY
137,137,Data Scientist/Data Science Instructor (Part-time),"['129', '-', '210', '(Glassdoor', 'est.)']",4.9,"NYC Data Science Academy
4.9","New York, NY",1 to 50 employees,2014,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,129,210,169.5,NY
138,138,Federal - Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",4.2,"Solekai Systems Corp
4.2","New York, NY",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),129,210,169.5,NY
139,139,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",3.4,"Digital Intelligence Systems, LLC
3.4","Franklin Lakes, NJ",1001 to 5000 employees,1994,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),129,210,169.5,NJ
140,140,"Senior Analyst, Data Science","['129', '-', '210', '(Glassdoor', 'est.)']",3.9,"Roku
3.9","New York, NY",1001 to 5000 employees,2002,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),129,210,169.5,NY
141,141,Senior Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",4.4,"Oliver Wyman
4.4","New York, NY",1001 to 5000 employees,1984,Subsidiary or Business Segment,Consulting,Business Services,$1 to $2 billion (USD),129,210,169.5,NY
143,143,Applied Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",3.9,"Amazon
3.9","New York, NY",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),129,210,169.5,NY
145,145,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",4.8,"InvenTech Info
4.8","Jersey City, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),129,210,169.5,NJ
146,146,Data Analyst,"['129', '-', '210', '(Glassdoor', 'est.)']",5.0,"Whip Media Group
5.0","New York, NY",51 to 200 employees,2016,Company - Private,-1,-1,Unknown / Non-Applicable,129,210,169.5,NY
147,147,Investment & Data Science Intern,"['129', '-', '210', '(Glassdoor', 'est.)']",4.0,"JAG Capital
4.0","New York, NY",1 to 50 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$5 to $10 million (USD),129,210,169.5,NY
148,148,Data Scientist(s)/Machine Learning Engineer,"['129', '-', '210', '(Glassdoor', 'est.)']",5.0,"Blue Horizon Tek Solutions
5.0","New York, NY",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,129,210,169.5,NY
149,149,CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,"['129', '-', '210', '(Glassdoor', 'est.)']",3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),129,210,169.5,NY
150,150,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",3.8,"NPD
3.8","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),129,210,169.5,NY
152,152,"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX","['129', '-', '210', '(Glassdoor', 'est.)']",3.3,"Fujitsu
3.3","New York, NY",10000+ employees,1935,Company - Public,-1,-1,$5 to $10 billion (USD),129,210,169.5,NY
153,153,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",2.8,"1-800-Flowers
2.8","New York, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),129,210,169.5,NY
154,154,"Senior Data Scientist, Real World EvidenceNY","['129', '-', '210', '(Glassdoor', 'est.)']",4.0,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,129,210,169.5,NY
156,156,Data Scientist II,"['129', '-', '210', '(Glassdoor', 'est.)']",3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),129,210,169.5,NY
158,158,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",3.7,"Via Transportation
3.7","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,129,210,169.5,NY
160,160,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution","['129', '-', '210', '(Glassdoor', 'est.)']",3.9,"Capital One
3.9","New York, NY",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),129,210,169.5,NY
161,161,Principal Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",4.2,"Gallup
4.2","New York, NY",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,129,210,169.5,NY
162,162,Data Scientist,"['129', '-', '210', '(Glassdoor', 'est.)']",1.9,"Building Service 32BJ Benefit Funds
1.9","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,129,210,169.5,NY
163,163,"Lead Data Scientist, R&D Team","['129', '-', '210', '(Glassdoor', 'est.)']",3.5,"Marsh
3.5","New York, NY",10000+ employees,1871,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD),129,210,169.5,NY
164,164,Data Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",3.8,"Undertone
3.8","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,156,254,205.0,NY
165,165,Business Intelligence Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",4.4,"Simple Health
4.4","New York, NY",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
166,166,Product Data Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",5.0,"Galileo
5.0","New York, NY",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,156,254,205.0,NY
167,167,Data Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",3.4,"City of New York
3.4","New York, NY",10000+ employees,1625,Government,Municipal Governments,Government,Unknown / Non-Applicable,156,254,205.0,NY
168,168,Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",3.1,"Catholic Health Services of Long Island
3.1","Rockville Centre, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),156,254,205.0,NY
169,169,"Lead Data Scientist, R&D Team","['156', '-', '254', '(Glassdoor', 'est.)']",3.4,"Marsh & McLennan Companies, Inc.
3.4","New York, NY",10000+ employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),156,254,205.0,NY
170,170,Data Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",3.5,"Pozent
3.5","New York, NY",1 to 50 employees,-1,Contract,-1,-1,Less than $1 million (USD),156,254,205.0,NY
172,172,Sr. Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",4.0,"Mediaocean
4.0","New York, NY",501 to 1000 employees,1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),156,254,205.0,NY
173,173,Senior Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",3.4,"The Trade Desk
3.4","New York, NY",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
175,175,Senior Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",3.6,"NYC Health + Hospitals
3.6","New York, NY",5001 to 10000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,156,254,205.0,NY
176,176,NLP Machine Learning Engineer,"['156', '-', '254', '(Glassdoor', 'est.)']",3.0,"Samsung NEXT
3.0","New York, NY",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
177,177,Senior Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",5.0,"Landis
5.0","New York, NY",1 to 50 employees,2017,Company - Private,-1,-1,Unknown / Non-Applicable,156,254,205.0,NY
178,178,Senior Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",4.1,"NewtonX
4.1","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,$10 to $25 million (USD),156,254,205.0,NY
180,180,"VP, Data Scientist","['156', '-', '254', '(Glassdoor', 'est.)']",4.5,"Spot.IM
4.5","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
181,181,Senior Data Engineer,"['156', '-', '254', '(Glassdoor', 'est.)']",4.2,"Tapad
4.2","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),156,254,205.0,NY
183,183,Senior Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",5.0,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,156,254,205.0,NY
186,186,"Senior / Data Scientist, Advertising Business","['156', '-', '254', '(Glassdoor', 'est.)']",3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
189,189,Data Science Analyst/Engineer,"['156', '-', '254', '(Glassdoor', 'est.)']",4.1,"NYU Langone Health
4.1","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),156,254,205.0,NY
190,190,Data Scientist - Disney Streaming Services,"['156', '-', '254', '(Glassdoor', 'est.)']",3.6,"Disney Streaming Services
3.6","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
192,192,Data Analyst,"['156', '-', '254', '(Glassdoor', 'est.)']",3.1,"Vettery
3.1","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,156,254,205.0,NY
193,193,Data Scientist,"['156', '-', '254', '(Glassdoor', 'est.)']",1.0,"TEKREQS, Inc.
1.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,156,254,205.0,NY
194,194,"Manager, Data Scientist Recommendations","['119', '-', '147', '(Glassdoor', 'est.)']",3.4,"Tapestry
3.4","New York, NY",10000+ employees,2017,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,119,147,133.0,NY
195,195,Lead Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",3.6,"eBay
3.6","New York, NY",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),119,147,133.0,NY
196,196,Senior Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",4.6,"Bowery Farming
4.6","New York, NY",51 to 200 employees,2015,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable,119,147,133.0,NY
197,197,Principal Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",4.0,"Slice (NY)
4.0","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,119,147,133.0,NY
198,198,Scientist Data Analytics,"['119', '-', '147', '(Glassdoor', 'est.)']",4.7,"TEEMA
4.7","New York, NY",201 to 500 employees,2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),119,147,133.0,NY
199,199,Data Engineer,"['119', '-', '147', '(Glassdoor', 'est.)']",4.4,"Mark43
4.4","New York, NY",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),119,147,133.0,NY
200,200,Hiring Data Scientist/AI/ML,"['119', '-', '147', '(Glassdoor', 'est.)']",4.0,"Comtech Global Inc
4.0","New York, NY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),119,147,133.0,NY
201,201,Data Analyst,"['119', '-', '147', '(Glassdoor', 'est.)']",3.6,"MediaMath
3.6","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),119,147,133.0,NY
202,202,Lead Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",4.1,"Rockstar Games
4.1","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),119,147,133.0,NY
203,203,Machine Learning Engineer,"['119', '-', '147', '(Glassdoor', 'est.)']",3.9,"Temboo
3.9","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,119,147,133.0,NY
204,204,Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",1.6,"Management Decisions, Inc.
1.6","New York, NY",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),119,147,133.0,NY
205,205,Sr. Data Scientist II,"['119', '-', '147', '(Glassdoor', 'est.)']",3.5,"Argo Group US
3.5","New York, NY",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),119,147,133.0,NY
206,206,Senior Data Scientist - R&D Oncology,"['119', '-', '147', '(Glassdoor', 'est.)']",4.0,"AstraZeneca
4.0","New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),119,147,133.0,NY
207,207,Data Science and Analytics,"['119', '-', '147', '(Glassdoor', 'est.)']",4.0,"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),119,147,133.0,NY
208,208,Data Analyst,"['119', '-', '147', '(Glassdoor', 'est.)']",3.5,"FINRA
3.5","New York, NY",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD),119,147,133.0,NY
209,209,Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",5.0,"Prolancer
5.0","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,119,147,133.0,NY
210,210,Data Scientist Product Manager,"['119', '-', '147', '(Glassdoor', 'est.)']",5.0,"Thrasio
5.0","New York, NY",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,119,147,133.0,NY
211,211,"Senior Data Scientist, Real World Evidence","['119', '-', '147', '(Glassdoor', 'est.)']",4.0,"Flatiron Health
4.0","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,119,147,133.0,NY
212,212,Data Scientist/Python Developer,"['119', '-', '147', '(Glassdoor', 'est.)']",3.5,"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),119,147,133.0,NY
213,213,"Software Engineer - Data Engineering, Finance Products","['119', '-', '147', '(Glassdoor', 'est.)']",3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,119,147,133.0,NY
214,214,Senior Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,119,147,133.0,NJ
215,215,Intern- Martech & Data Consulting,"['119', '-', '147', '(Glassdoor', 'est.)']",3.2,"Havas Worldwide
3.2","New York, NY",10000+ employees,1999,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,119,147,133.0,NY
216,216,Data Engineer,"['119', '-', '147', '(Glassdoor', 'est.)']",4.7,"B12
4.7","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,119,147,133.0,NY
218,218,Senior Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",5.0,"Averity
5.0","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,119,147,133.0,NY
219,219,"Senior Scientist, Computational Biology","['119', '-', '147', '(Glassdoor', 'est.)']",3.9,"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,119,147,133.0,NY
220,220,Senior Data Scientist,"['119', '-', '147', '(Glassdoor', 'est.)']",4.2,"CyberCoders
4.2","New York, NY",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),119,147,133.0,NY
