,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
1496,Senior Data Engineer, 47 - 73  (Glassdoor est.),3.9,"thredUP
3.9","Phoenix, AZ",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
1497,Senior Thermal Modeling Engineer, 47 - 73  (Glassdoor est.),4.6,"Nikola Motor Company
4.6","Phoenix, AZ",201 to 500 employees,2014,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Less than $1 million (USD)
1498,Data Engineer - Azure, 47 - 73  (Glassdoor est.),3.4,"Cable One
3.4","Phoenix, AZ",1001 to 5000 employees,1986,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$500 million to $1 billion (USD)
1499,Big Data Engineer/Admin, 47 - 73  (Glassdoor est.),3.4,"Allstate Insurance - 1202 Irving, TX
3.4","Tempe, AZ",10000+ employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
1500,Epic BI & Analytics Manager-Remote, 47 - 73  (Glassdoor est.),-1.0,Kforce Technology Staffing,"Phoenix, AZ",-1,-1,-1,-1,-1,-1
1501,Data & Analytics Manager, 47 - 73  (Glassdoor est.),3.6,"COPA Health
3.6","Mesa, AZ",501 to 1000 employees,1957,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
1502,BIG DATA ENGINEER, 47 - 73  (Glassdoor est.),4.8,"Metasys Technologies
4.8","Phoenix, AZ",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
1503,Senior Data Engineer, 47 - 73  (Glassdoor est.),3.7,"Axon
3.7","Scottsdale, AZ",1001 to 5000 employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
1504,Senior Big Data Analyst, 47 - 73  (Glassdoor est.),3.6,"Resourcesoft, Inc.
3.6","Phoenix, AZ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
1505,Data Analyst Senior, 47 - 73  (Glassdoor est.),4.1,"Kineticom
4.1","Chandler, AZ",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
1506,DATA ENGINEER, 47 - 73  (Glassdoor est.),-1.0,Swift Corporate,"Phoenix, AZ",-1,-1,-1,-1,-1,-1
1507,Data Engineer, 47 - 73  (Glassdoor est.),4.0,"ESolutions Inc
4.0","Chandler, AZ",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
